,0
877,UGPA_HUMAN
878,UPP1_HUMAN
879,USO1_HUMAN
880,VASP_HUMAN
881,VAT1_HUMAN
882,VATG1_HUMAN
883,VIGLN_HUMAN
884,VINC_HUMAN
885,VP13C_HUMAN
886,VP26A_HUMAN
887,VPS35_HUMAN
888,WASH1_HUMAN
889,WASH2_HUMAN
890,WASH3_HUMAN
891,WASH6_HUMAN
892,WASL_HUMAN
893,WDR61_HUMAN
894,WIBG_HUMAN
895,XPO1_HUMAN
896,XPO2_HUMAN
897,XPP1_HUMAN
898,XRCC5_HUMAN
899,YAP1_HUMAN
900,YBOX1_HUMAN
901,YBOX2_HUMAN
902,ZO1_HUMAN
903,AATC_HUMAN
904,ACL6A_HUMAN
905,ADA_HUMAN
906,AKT1_HUMAN
907,AKT2_HUMAN
908,AKT3_HUMAN
909,AP1AR_HUMAN
910,BCAR1_HUMAN
911,CAB45_HUMAN
912,CBR1_HUMAN
913,CPNS1_HUMAN
914,DDR2_HUMAN
915,DJB11_HUMAN
916,EFHD2_HUMAN
917,EIF3A_HUMAN
918,ELYS_HUMAN
919,ERF1_HUMAN
920,ERO1A_HUMAN
921,FKBP5_HUMAN
922,FSCN1_HUMAN
923,GAGE3_HUMAN
924,GAGE4_HUMAN
925,GAGE5_HUMAN
926,GAGE6_HUMAN
927,GAGE7_HUMAN
928,GG12C_HUMAN
929,GG12F_HUMAN
930,GG12H_HUMAN
931,GG12J_HUMAN
932,GOGA3_HUMAN
933,H4_HUMAN
934,HTRA2_HUMAN
935,ICAM1_HUMAN
936,KAD6_HUMAN
937,LXN_HUMAN
938,MYH10_HUMAN
939,NCF4_HUMAN
940,NFYB_HUMAN
941,P4HA2_HUMAN
942,PAPS1_HUMAN
943,PARD3_HUMAN
944,PDLI5_HUMAN
945,PGM2L_HUMAN
946,PP1A_HUMAN
947,PP1G_HUMAN
948,PRS10_HUMAN
949,PSA3_HUMAN
950,PSMG1_HUMAN
951,RHG05_HUMAN
952,RHG12_HUMAN
953,RM49_HUMAN
954,RRP36_HUMAN
955,SC31A_HUMAN
956,SPSY_HUMAN
957,UBE2S_HUMAN
958,UCRIL_HUMAN
959,UCRI_HUMAN
960,VIME_HUMAN
961,ACK1_HUMAN
962,AFAD_HUMAN
963,ARFG3_HUMAN
964,CAPR1_HUMAN
965,CASC3_HUMAN
966,CD44_HUMAN
967,CDC5L_HUMAN
968,CJ119_HUMAN
969,CND1_HUMAN
970,COX5A_HUMAN
971,CX6B1_HUMAN
972,DBR1_HUMAN
973,DHX15_HUMAN
974,DNS2A_HUMAN
975,DOHH_HUMAN
976,EMD_HUMAN
977,EPN4_HUMAN
978,ETFB_HUMAN
979,FA50A_HUMAN
980,G3BP2_HUMAN
981,GMDS_HUMAN
982,GMPPB_HUMAN
983,HERC2_HUMAN
984,HNRPF_HUMAN
985,HSDL1_HUMAN
986,HYOU1_HUMAN
987,ICLN_HUMAN
988,ILF3_HUMAN
989,IRS2_HUMAN
990,LAR4B_HUMAN
991,LGUL_HUMAN
992,MINT_HUMAN
993,MYPT1_HUMAN
994,NELFB_HUMAN
995,NOTC2_HUMAN
996,NT2NL_HUMAN
997,PAK2_HUMAN
998,PALLD_HUMAN
999,PCDH7_HUMAN
1000,PLSL_HUMAN
1001,PLST_HUMAN
1002,PSMD9_HUMAN
1003,PTPRG_HUMAN
1004,RBGP1_HUMAN
1005,RL38_HUMAN
1006,RLA2_HUMAN
1007,RN181_HUMAN
1008,RSSA_HUMAN
1009,SAGE1_HUMAN
1010,SC16A_HUMAN
1011,SF3A3_HUMAN
1012,SNX12_HUMAN
1013,SNX3_HUMAN
1014,SRSIP_HUMAN
1015,STA5B_HUMAN
1016,SVIL_HUMAN
1017,TALDO_HUMAN
1018,TXD12_HUMAN
1019,ZN638_HUMAN
1020,GSK3A_HUMAN
1021,GSK3B_HUMAN
1022,PDIA6_HUMAN
1023,RLA1_HUMAN
1024,TR112_HUMAN
1025,AGM1_HUMAN
1026,AN32B_HUMAN
1027,ANXA1_HUMAN
1028,ARHG6_HUMAN
1029,ARHG7_HUMAN
1030,CDK7_HUMAN
1031,CREL2_HUMAN
1032,DDX31_HUMAN
1033,DNLI1_HUMAN
1034,DUS3L_HUMAN
1035,DYL1_HUMAN
1036,ERMIN_HUMAN
1037,IF2P_HUMAN
1038,KAP2_HUMAN
1039,LIMC1_HUMAN
1040,MACF1_HUMAN
1041,MACF4_HUMAN
1042,MFAP1_HUMAN
1043,MOES_HUMAN
1044,MUC18_HUMAN
1045,NUDC_HUMAN
1046,NUFP2_HUMAN
1047,OSBP1_HUMAN
1048,PARG_HUMAN
1049,PKN2_HUMAN
1050,PODXL_HUMAN
1051,PPBN_HUMAN
1052,QRIC2_HUMAN
1053,RANB3_HUMAN
1054,RIC8A_HUMAN
1055,RINI_HUMAN
1056,SGPP1_HUMAN
1057,T2FA_HUMAN
1058,THOC5_HUMAN
1059,UBP14_HUMAN
1060,WDR26_HUMAN
1061,XRCC1_HUMAN
1062,ABLM1_HUMAN
1063,ACOT1_HUMAN
1064,ACOT2_HUMAN
1065,AEBP2_HUMAN
1066,AP3D1_HUMAN
1067,APC_HUMAN
1068,ARC1B_HUMAN
1069,ARFP2_HUMAN
1070,ARHGC_HUMAN
1071,ATPA_HUMAN
1072,BIG2_HUMAN
1073,BNIP2_HUMAN
1074,C1TC_HUMAN
1075,CAN2_HUMAN
1076,CATD_HUMAN
1077,CCNH_HUMAN
1078,CR025_HUMAN
1079,DAF_HUMAN
1080,DD19A_HUMAN
1081,DD19B_HUMAN
1082,DIDO1_HUMAN
1083,DNJC8_HUMAN
1084,EIF2A_HUMAN
1085,FBRL_HUMAN
1086,FUBP2_HUMAN
1087,GLCI1_HUMAN
1088,GLNA_HUMAN
1089,GMFB_HUMAN
1090,GPTC8_HUMAN
1091,I2BP2_HUMAN
1092,ITSN1_HUMAN
1093,JIP4_HUMAN
1094,K1468_HUMAN
1095,K22E_HUMAN
1096,K22O_HUMAN
1097,K2C1B_HUMAN
1098,K2C3_HUMAN
1099,K2C4_HUMAN
1100,K2C5_HUMAN
1101,K2C6A_HUMAN
1102,K2C6B_HUMAN
1103,K2C6C_HUMAN
1104,K2C71_HUMAN
1105,K2C72_HUMAN
1106,K2C73_HUMAN
1107,K2C74_HUMAN
1108,K2C75_HUMAN
1109,K2C79_HUMAN
1110,K2C7_HUMAN
1111,KIFC1_HUMAN
1112,KRT84_HUMAN
1113,LAMP2_HUMAN
1114,LAP2_HUMAN
1115,LATS1_HUMAN
1116,LDH6A_HUMAN
1117,LDHC_HUMAN
1118,LEG1_HUMAN
1119,LMNA_HUMAN
1120,MA7D1_HUMAN
1121,MDC1_HUMAN
1122,MEPCE_HUMAN
1123,MOD5_HUMAN
1124,NCRP1_HUMAN
1125,NDRG1_HUMAN
1126,NDRG2_HUMAN
1127,NDRG3_HUMAN
1128,NT5C_HUMAN
1129,NU153_HUMAN
1130,OFD1_HUMAN
1131,PA24A_HUMAN
1132,PANK2_HUMAN
1133,PARN_HUMAN
1134,PDCD4_HUMAN
1135,PKHA5_HUMAN
1136,PKHG1_HUMAN
1137,RBM14_HUMAN
1138,RBM7_HUMAN
1139,RGPA1_HUMAN
1140,RN220_HUMAN
1141,ROCK1_HUMAN
1142,RREB1_HUMAN
1143,RS27L_HUMAN
1144,RS27_HUMAN
1145,SERA_HUMAN
1146,SMN_HUMAN
1147,SNX6_HUMAN
1148,SON_HUMAN
1149,SPIR2_HUMAN
1150,SPN90_HUMAN
1151,SRSF6_HUMAN
1152,SUMF2_HUMAN
1153,TBCD4_HUMAN
1154,TEBP_HUMAN
1155,TENS1_HUMAN
1156,TRMB_HUMAN
1157,UBE4B_HUMAN
1158,VATA_HUMAN
1159,ZC3H1_HUMAN
1160,AGO2_HUMAN
1161,ALKB5_HUMAN
1162,BORG4_HUMAN
1163,CATA_HUMAN
1164,CEP76_HUMAN
1165,CHSP1_HUMAN
1166,CJ047_HUMAN
1167,CO4A_HUMAN
1168,CO4B_HUMAN
1169,CS029_HUMAN
1170,EAP1_HUMAN
1171,EF1G_HUMAN
1172,ELL_HUMAN
1173,FA53B_HUMAN
1174,FAAA_HUMAN
1175,GAB1_HUMAN
1176,GNL3L_HUMAN
1177,HDGR2_HUMAN
1178,HEXI1_HUMAN
1179,HEXI2_HUMAN
1180,HP1B3_HUMAN
1181,K1C18_HUMAN
1182,KANK2_HUMAN
1183,KPBB_HUMAN
1184,KPCD2_HUMAN
1185,LASP1_HUMAN
1186,LMO7_HUMAN
1187,MTUS1_HUMAN
1188,MY18A_HUMAN
1189,NOLC1_HUMAN
1190,PHAR4_HUMAN
1191,PHLB2_HUMAN
1192,PWP1_HUMAN
1193,RL18_HUMAN
1194,RL19_HUMAN
1195,SETD2_HUMAN
1196,SIPA1_HUMAN
1197,SRPK2_HUMAN
1198,SSH3_HUMAN
1199,TA2R_HUMAN
1200,TCRG1_HUMAN
1201,TUT4_HUMAN
1202,VIR_HUMAN
1203,ZC3HE_HUMAN
1204,4ET_HUMAN
1205,AFF2_HUMAN
1206,ATF7_HUMAN
1207,BCL9L_HUMAN
1208,BCLF1_HUMAN
1209,CHMP7_HUMAN
1210,CIC_HUMAN
1211,CNOT2_HUMAN
1212,DNJC5_HUMAN
1213,FBP1L_HUMAN
1214,GMPR2_HUMAN
1215,HIRP3_HUMAN
1216,LRFN4_HUMAN
1217,LS14A_HUMAN
1218,MFAP4_HUMAN
1219,MLTK_HUMAN
1220,NHSL1_HUMAN
1221,NIPA_HUMAN
1222,NPTX1_HUMAN
1223,PSMD4_HUMAN
1224,PUM2_HUMAN
1225,PYR1_HUMAN
1226,RBNS5_HUMAN
1227,RL28_HUMAN
1228,SF3A2_HUMAN
1229,SMAG1_HUMAN
1230,SRS10_HUMAN
1231,SUMF1_HUMAN
1232,TSSC4_HUMAN
1233,YLPM1_HUMAN
1234,ZN135_HUMAN
1235,ACVL1_HUMAN
1236,NCBP1_HUMAN
1237,PDE3A_HUMAN
1238,4F2_HUMAN
1239,AIFM1_HUMAN
1240,BMP2_HUMAN
1241,BOP1_HUMAN
1242,C1QBP_HUMAN
1243,CA031_HUMAN
1244,CLCC1_HUMAN
1245,COPB_HUMAN
1246,CP061_HUMAN
1247,DCPS_HUMAN
1248,DDX20_HUMAN
1249,DDX21_HUMAN
1250,DDX54_HUMAN
1251,DEK_HUMAN
1252,DHSO_HUMAN
1253,DHX16_HUMAN
1254,ECH1_HUMAN
1255,EIF3J_HUMAN
1256,ESF1_HUMAN
1257,ETFA_HUMAN
1258,F134C_HUMAN
1259,FA21C_HUMAN
1260,FA21D_HUMAN
1261,FXR1_HUMAN
1262,HIBCH_HUMAN
1263,HSDL2_HUMAN
1264,HTSF1_HUMAN
1265,ICAL_HUMAN
1266,IF4G1_HUMAN
1267,IMA4_HUMAN
1268,ITB1_HUMAN
1269,MOT4_HUMAN
1270,MPRD_HUMAN
1271,NAV1_HUMAN
1272,NDKA_HUMAN
1273,PCBP1_HUMAN
1274,PCBP2_HUMAN
1275,PCBP3_HUMAN
1276,PGRC2_HUMAN
1277,PP6R3_HUMAN
1278,RA1L2_HUMAN
1279,RA1L3_HUMAN
1280,RHG18_HUMAN
1281,RLA0L_HUMAN
1282,RLA0_HUMAN
1283,SMG5_HUMAN
1284,STXB5_HUMAN
1285,TCOF_HUMAN
1286,THG1_HUMAN
1287,TIM8A_HUMAN
1288,TS101_HUMAN
1289,TYSD1_HUMAN
1290,UAP56_HUMAN
1291,UFD1_HUMAN
1292,XRCC6_HUMAN
1293,ZC3HF_HUMAN
1294,ZRAB2_HUMAN
1295,4EBP1_HUMAN
1296,ACV1B_HUMAN
1297,AT2B1_HUMAN
1298,BASI_HUMAN
1299,EIF3G_HUMAN
1300,FA21A_HUMAN
1301,FA21B_HUMAN
1302,FOXL1_HUMAN
1303,HMGA1_HUMAN
1304,HN1_HUMAN
1305,HPDL_HUMAN
1306,IF2GL_HUMAN
1307,NPC2_HUMAN
1308,ORN_HUMAN
1309,OSTF1_HUMAN
1310,PA2G4_HUMAN
1311,PDXL2_HUMAN
1312,PEG10_HUMAN
1313,PHLP_HUMAN
1314,POGZ_HUMAN
1315,PP1RB_HUMAN
1316,PR40A_HUMAN
1317,RAE1_HUMAN
1318,RL12_HUMAN
1319,SDF2L_HUMAN
1320,SHCBP_HUMAN
1321,SQSTM_HUMAN
1322,SYG_HUMAN
1323,TCP4_HUMAN
1324,TCPH_HUMAN
1325,THIO_HUMAN
1326,TXNL1_HUMAN
1327,UB2V2_HUMAN
1328,UBE2B_HUMAN
1329,6PGL_HUMAN
1330,ACOX1_HUMAN
1331,ADK_HUMAN
1332,AIMP1_HUMAN
1333,AL1L2_HUMAN
1334,ALK_HUMAN
1335,AMRP_HUMAN
1336,ANM5_HUMAN
1337,ANXA7_HUMAN
1338,AP2A1_HUMAN
1339,ARFG2_HUMAN
1340,ASAH1_HUMAN
1341,ASNS_HUMAN
1342,AT1B1_HUMAN
1343,ATIF1_HUMAN
1344,BAT3_HUMAN
1345,BP16L_HUMAN
1346,BRP16_HUMAN
1347,BUB3_HUMAN
1348,CAP1_HUMAN
1349,CC124_HUMAN
1350,CCD86_HUMAN
1351,CD123_HUMAN
1352,CDC37_HUMAN
1353,CDK13_HUMAN
1354,CI119_HUMAN
1355,CI129_HUMAN
1356,CNN2_HUMAN
1357,CNPY3_HUMAN
1358,CO5A2_HUMAN
1359,COPB2_HUMAN
1360,COQ9_HUMAN
1361,CP088_HUMAN
1362,CPIN1_HUMAN
1363,CPVL_HUMAN
1364,CRTAP_HUMAN
1365,CSRP1_HUMAN
1366,DCUP_HUMAN
1367,DDX1_HUMAN
1368,DDX39_HUMAN
1369,DDX3X_HUMAN
1370,DDX3Y_HUMAN
1371,DDX46_HUMAN
1372,DEF_HUMAN
1373,DEST_HUMAN
1374,DJB12_HUMAN
1375,DNJB6_HUMAN
1376,DNJC9_HUMAN
1377,DRG1_HUMAN
1378,ECHA_HUMAN
1379,EDC3_HUMAN
1380,EEA1_HUMAN
1381,EIF3H_HUMAN
1382,ERF3A_HUMAN
1383,ERP29_HUMAN
1384,ESYT2_HUMAN
1385,EXOS6_HUMAN
1386,F103A_HUMAN
1387,F111B_HUMAN
1388,F120A_HUMAN
1389,FABP5_HUMAN
1390,FKBP3_HUMAN
1391,FNTA_HUMAN
1392,FOP_HUMAN
1393,FUMH_HUMAN
1394,FUS_HUMAN
1395,G6PI_HUMAN
1396,GBLP_HUMAN
1397,GLSK_HUMAN
1398,GLYM_HUMAN
1399,GNS_HUMAN
1400,GRAP1_HUMAN
1401,GSE1_HUMAN
1402,HEBP1_HUMAN
1403,HGB1A_HUMAN
1404,HMGB1_HUMAN
1405,HMGB2_HUMAN
1406,IPO8_HUMAN
1407,ITB5_HUMAN
1408,JPH1_HUMAN
1409,KAD2_HUMAN
1410,KCAB2_HUMAN
1411,KCAB3_HUMAN
1412,KLC4_HUMAN
1413,LACB2_HUMAN
1414,LC7L2_HUMAN
1415,LPPRC_HUMAN
1416,LUZP1_HUMAN
1417,MANF_HUMAN
1418,MASTL_HUMAN
1419,MESD_HUMAN
1420,MPPB_HUMAN
1421,MTMR2_HUMAN
1422,NDUA4_HUMAN
1423,NIT2_HUMAN
1424,NOP16_HUMAN
1425,NUDT9_HUMAN
1426,OCAD1_HUMAN
1427,OSBP2_HUMAN
1428,OTUD4_HUMAN
1429,PALMD_HUMAN
1430,PDCD5_HUMAN
1431,PERQ2_HUMAN
1432,PFD3_HUMAN
1433,PFD6_HUMAN
1434,PKP3_HUMAN
1435,PLXB2_HUMAN
1436,PM14_HUMAN
1437,POP7_HUMAN
1438,PPCE_HUMAN
1439,PPDE2_HUMAN
1440,PPIE_HUMAN
1441,PRP19_HUMAN
1442,PRS8_HUMAN
1443,PSD13_HUMAN
1444,PSMD5_HUMAN
1445,PSME1_HUMAN
1446,PSME2_HUMAN
1447,PTPRD_HUMAN
1448,PTPRF_HUMAN
1449,PURA2_HUMAN
1450,PUS7_HUMAN
1451,RASEF_HUMAN
1452,RB11B_HUMAN
1453,RBM26_HUMAN
1454,RBM42_HUMAN
1455,RBM4B_HUMAN
1456,RBMS1_HUMAN
1457,RBMS3_HUMAN
1458,RCN3_HUMAN
1459,RFA3_HUMAN
1460,RHOA_HUMAN
1461,RHOB_HUMAN
1462,RHOG_HUMAN
1463,RL14_HUMAN
1464,RL23_HUMAN
1465,RL32_HUMAN
1466,RL34_HUMAN
1467,RL35_HUMAN
1468,RM40_HUMAN
1469,RNPS1_HUMAN
1470,ROA3_HUMAN
1471,RPB1_HUMAN
1472,RRBP1_HUMAN
1473,RRP44_HUMAN
1474,RS9_HUMAN
1475,RT34_HUMAN
1476,RU17_HUMAN
1477,SCNM1_HUMAN
1478,SCRB1_HUMAN
1479,SDF2_HUMAN
1480,SHLB2_HUMAN
1481,SMAD1_HUMAN
1482,SMAD3_HUMAN
1483,SMAD5_HUMAN
1484,SMAD9_HUMAN
1485,SMG8_HUMAN
1486,SNAPN_HUMAN
1487,SNUT1_HUMAN
1488,SODM_HUMAN
1489,SPD2B_HUMAN
1490,SPG20_HUMAN
1491,SRP14_HUMAN
1492,SRSF1_HUMAN
1493,STAM1_HUMAN
1494,STAU2_HUMAN
1495,SURF6_HUMAN
1496,SYAP1_HUMAN
1497,SYQ_HUMAN
1498,SYWC_HUMAN
1499,TAP26_HUMAN
1500,TBB4_HUMAN
1501,TBG1_HUMAN
1502,TBG2_HUMAN
1503,TCPG_HUMAN
1504,TFAM_HUMAN
1505,TFPI1_HUMAN
1506,THTR_HUMAN
1507,TOP1_HUMAN
1508,TPR_HUMAN
1509,TRNT1_HUMAN
1510,TTC1_HUMAN
1511,TTC4_HUMAN
1512,U5S1_HUMAN
1513,UBA5_HUMAN
1514,UBF1_HUMAN
1515,UCHL3_HUMAN
1516,UCK1_HUMAN
1517,UCK2_HUMAN
1518,WBP11_HUMAN
1519,WDR4_HUMAN
1520,WNK1_HUMAN
1521,ZN318_HUMAN
1522,2A5A_HUMAN
1523,ABI2_HUMAN
1524,AIDA_HUMAN
1525,AKA12_HUMAN
1526,AMPD2_HUMAN
1527,ANS1A_HUMAN
1528,ARI1_HUMAN
1529,ARK72_HUMAN
1530,ASPP2_HUMAN
1531,BORG5_HUMAN
1532,CAMP2_HUMAN
1533,CAMP3_HUMAN
1534,CBY1_HUMAN
1535,CHM1A_HUMAN
1536,CJ032_HUMAN
1537,CLAP1_HUMAN
1538,CSN4_HUMAN
1539,CTGE4_HUMAN
1540,CTGE6_HUMAN
1541,CTGE8_HUMAN
1542,CTGE9_HUMAN
1543,DAB2P_HUMAN
1544,DMD_HUMAN
1545,DOCK7_HUMAN
1546,GALT2_HUMAN
1547,GAPD1_HUMAN
1548,GFPT1_HUMAN
1549,GLRX3_HUMAN
1550,HDAC7_HUMAN
1551,HERC1_HUMAN
1552,IASPP_HUMAN
1553,KDM3B_HUMAN
1554,KDM5C_HUMAN
1555,KSR1_HUMAN
1556,M3K2_HUMAN
1557,MAST2_HUMAN
1558,MRP1_HUMAN
1559,MYOF_HUMAN
1560,NCOA2_HUMAN
1561,PDXD1_HUMAN
1562,RPC4_HUMAN
1563,SAP_HUMAN
1564,SH23A_HUMAN
1565,SKIV2_HUMAN
1566,SNX27_HUMAN
1567,SNX2_HUMAN
1568,STIM1_HUMAN
1569,STRBP_HUMAN
1570,TBC25_HUMAN
1571,TGBR3_HUMAN
1572,TRUB1_HUMAN
1573,UT14A_HUMAN
1574,WDR44_HUMAN
1575,WNK2_HUMAN
1576,AAKB1_HUMAN
1577,CAMP1_HUMAN
1578,CH033_HUMAN
1579,COBL_HUMAN
1580,CRIP2_HUMAN
1581,CS021_HUMAN
1582,DFFA_HUMAN
1583,KI67_HUMAN
1584,MAGD2_HUMAN
1585,PFD4_HUMAN
1586,RPR1A_HUMAN
1587,RS23_HUMAN
1588,SDA1_HUMAN
1589,UBR7_HUMAN
1590,A4_HUMAN
1591,AUP1_HUMAN
1592,B2MG_HUMAN
1593,CDN1A_HUMAN
1594,CLCA_HUMAN
1595,CRIP1_HUMAN
1596,CYC_HUMAN
1597,EPHB3_HUMAN
1598,EPHB4_HUMAN
1599,ERH_HUMAN
1600,F195A_HUMAN
1601,IBP4_HUMAN
1602,LAMB1_HUMAN
1603,LENG8_HUMAN
1604,LIPB1_HUMAN
1605,LKHA4_HUMAN
1606,LLPH_HUMAN
1607,MYPN_HUMAN
1608,NALP6_HUMAN
1609,NDUS6_HUMAN
1610,NHP2_HUMAN
1611,NIF3L_HUMAN
1612,NIT1_HUMAN
1613,PERI_HUMAN
1614,PIN4_HUMAN
1615,PSA2_HUMAN
1616,RAB7A_HUMAN
1617,RPAC2_HUMAN
1618,RPP38_HUMAN
1619,RRMJ3_HUMAN
1620,SLK_HUMAN
1621,SMOC1_HUMAN
1622,SPRE_HUMAN
1623,SRSF8_HUMAN
1624,TF65_HUMAN
1625,TIA1_HUMAN
1626,TIAR_HUMAN
1627,TIM13_HUMAN
1628,TNPO1_HUMAN
1629,TNPO2_HUMAN
1630,UB2L3_HUMAN
1631,UFO_HUMAN
1632,ACACA_HUMAN
1633,AURKB_HUMAN
1634,AURKC_HUMAN
1635,C1TM_HUMAN
1636,CLNK_HUMAN
1637,CPT1A_HUMAN
1638,CTNA2_HUMAN
1639,DPS1_HUMAN
1640,EIF3I_HUMAN
1641,EPS15_HUMAN
1642,FKB15_HUMAN
1643,FNBP1_HUMAN
1644,G3PT_HUMAN
1645,GSTO1_HUMAN
1646,IDH3A_HUMAN
1647,IF6_HUMAN
1648,IMA2_HUMAN
1649,K1C17_HUMAN
1650,LHPP_HUMAN
1651,MARK2_HUMAN
1652,NOB1_HUMAN
1653,NTKL_HUMAN
1654,NUCB1_HUMAN
1655,NXF1_HUMAN
1656,ODO1_HUMAN
1657,OPTN_HUMAN
1658,PCBP4_HUMAN
1659,PDE1A_HUMAN
1660,PLCG1_HUMAN
1661,PNCB_HUMAN
1662,PRDX3_HUMAN
1663,PROSC_HUMAN
1664,PSA4_HUMAN
1665,PURA1_HUMAN
1666,PYR5_HUMAN
1667,PYRG2_HUMAN
1668,RAGP1_HUMAN
1669,RL40_HUMAN
1670,RNH2A_HUMAN
1671,RPGF1_HUMAN
1672,RS4X_HUMAN
1673,RS4Y2_HUMAN
1674,S10AD_HUMAN
1675,SHIP1_HUMAN
1676,SIAS_HUMAN
1677,SIL1_HUMAN
1678,SPRY4_HUMAN
1679,STK6_HUMAN
1680,STRN4_HUMAN
1681,TRIPC_HUMAN
1682,TRM1_HUMAN
1683,UBB_HUMAN
1684,UBC_HUMAN
1685,UBP24_HUMAN
1686,USP9X_HUMAN
1687,USP9Y_HUMAN
1688,WDR47_HUMAN
1689,ZMYM4_HUMAN
1690,ZW10_HUMAN
1691,AN32A_HUMAN
1692,AN32C_HUMAN
1693,AN32D_HUMAN
1694,ANXA4_HUMAN
1695,BAZ1A_HUMAN
